"","X","Y","id","class.code","class.name","cells","mean.ndvi","phase.1","amplitude.1","phase.2","amplitude.2","min","max","height","slope","aspect","tpi","optional"
"35",-13.75,12.8125,2802,10,"Forest",22232701,0.370567172765732,4.5921483039856,0.27654892206192,2.57193088531494,0.055840577930212,0.226000010967255,0.628000020980835,42,0.00775204412639141,5.48853921890259,0.25,TRUE
"36",-11.875,8.75,2812,10,"Forest",63512191,0.557222247123718,4.05117797851562,0.64022970199585,1.5877925157547,0.154347166419029,0.451999992132187,0.688000023365021,108,0.0447246953845024,2.78698062896729,0.5,TRUE
"37",-12.5,11.5625,2845,10,"Forest",34934761,0.527174592018127,4.08164262771606,0.169862911105156,3.69142556190491,0.0178948864340782,0.395999997854233,0.720000028610229,941,0.220744922757149,2.46372509002686,-5.625,TRUE
"38",-12.1875,14.0625,2972,10,"Forest",9533476,0.219522386789322,4.68480968475342,0.0923617854714394,2.97638940811157,0.0254141390323639,0.157999992370605,0.333999991416931,37,0.00556676182895899,2.66839385032654,-3.375,TRUE
"39",-11.875,12.5,2977,30,"Grassland",25409791,0.395575761795044,4.44296073913574,0.302070915699005,1.85808479785919,0.0477722510695457,0.208000004291534,0.654000043869019,170,0.016278738155961,6.13884973526001,0.25,TRUE
"40",-13.75,13.125,2979,40,"Cropland",19057501,0.275287657976151,4.52943992614746,0.248148575425148,2.63579058647156,0.102712638676167,0.164000004529953,0.467999994754791,62,0.0121837444603443,4.71238899230957,0,TRUE
"41",-11.25,14.6875,3032,30,"Grassland",3184021,0.257600009441376,4.38273000717163,0.154633179306984,2.05283951759338,0.0794770866632462,0.170000001788139,0.412000000476837,163,0.0352979302406311,0.915356993675232,1,TRUE
"42",-14.0625,11.25,3043,10,"Forest",38108386,0.509180307388306,4.16485357284546,0.172420188784599,5.52404451370239,0.0362434424459934,0.388000011444092,0.720000028610229,166,0.180521696805954,5.06320858001709,-1.75,TRUE
"43",-11.25,11.25,3045,10,"Forest",38111221,0.475304335355759,4.22442817687988,0.245355248451233,0.95307469367981,0.032335102558136,0.331999987363815,0.703999996185303,596,0.387624502182007,6.07296562194824,1.5,TRUE
"44",-12.5,13.75,3049,20,"Shrubland",12708361,0.314630150794983,4.28183603286743,0.195670127868652,1.82008242607117,0.0809108391404152,0.216000005602837,0.48199999332428,118,0.0223986823111773,3.37334012985229,-1.125,TRUE
"45",-13.4375,11.5625,3497,30,"Grassland",34933816,0.333000004291534,4.07074689865112,0.255061358213425,1.61114299297333,0.0444236993789673,0.236000001430511,0.479999989271164,423,0.146155491471291,1.14415681362152,4.875,TRUE
"46",-15.9375,12.1875,3540,10,"Forest",28580896,0.555272698402405,4.80369758605957,0.168253839015961,4.32536172866821,0.028197867795825,0.44200000166893,0.737999975681305,29,0.0495823957026005,1.60060715675354,0.75,TRUE
"47",-12.8125,13.75,3628,30,"Grassland",12708046,0.317621618509293,4.40223455429077,0.192162230610847,1.98044884204865,0.0764665976166725,0.217999994754791,0.456000000238419,78,0.0108547946438193,3.25473093986511,2.375,TRUE
"48",-11.5625,7.5,3637,10,"Forest",76213306,0.701692342758179,5.19608545303345,0.109360262751579,3.18556833267212,0.0649724453687668,0.582000017166138,0.835999965667725,74,0.0705309510231018,2.17315053939819,1.125,TRUE
"49",-10.9375,7.1875,3720,10,"Forest",79389136,0.703166663646698,0.582528352737427,1.32021474838257,4.34932136535645,0.498517483472824,0.611999988555908,0.787999987602234,143,0.0271291211247444,2.750572681427,-1.5,TRUE
"50",-13.75,14.0625,3842,30,"Grassland",9531901,0.280985504388809,4.40954208374023,0.22468113899231,2.41960263252258,0.0980642586946487,0.180000007152557,0.432000011205673,55,0.0123653020709753,4.90527439117432,0.125,TRUE
"51",-14.0625,10.9375,3852,30,"Grassland",41283586,0.54720002412796,4.74599552154541,0.135452210903168,4.31003570556641,0.0391303673386574,0.416000008583069,0.720000028610229,223,0.121033415198326,3.46684408187866,-1.75,TRUE
"52",-14.0625,12.8125,3856,40,"Cropland",22232386,0.324882358312607,4.5639214515686,0.250883549451828,2.8437774181366,0.0573405772447586,0.203999996185303,0.592000007629395,44,0.00774836866185069,6.19084215164185,0.125,TRUE
"53",-13.125,10.3125,3986,30,"Grassland",47634931,0.459789484739304,4.35393953323364,0.23949433863163,4.90743780136108,0.0269614402204752,0.30799999833107,0.718000054359436,370,0.0441295281052589,4.6856255531311,-1.375,TRUE
"54",-16.25,14.0625,4029,30,"Grassland",9529381,0.224947363138199,4.55443096160889,0.0862425193190575,2.77369403839111,0.0511827692389488,0.164000004529953,0.280000001192093,7,0.00542679708451033,3.14159274101257,0.875,TRUE
"55",-14.0625,14.375,4104,40,"Cropland",6356386,0.266108095645905,4.45428228378296,0.19112403690815,2.49180006980896,0.110244132578373,0.166000008583069,0.501999974250793,53,0.00777170341461897,4.71238899230957,0.25,TRUE
"56",-13.4375,13.75,4133,10,"Forest",12707416,0.30504110455513,4.46052408218384,0.256510198116302,2.48669290542603,0.0908012613654137,0.19200000166893,0.501999974250793,61,0.00542507460340858,3.14159274101257,-0.375,TRUE
"57",-12.5,10.625,4145,10,"Forest",44460361,0.638466656208038,4.21463584899902,0.146897912025452,5.07041025161743,0.0296501982957125,0.5,0.808000028133392,416,0.0588092356920242,0.749877452850342,8.125,TRUE
"58",-11.5625,12.1875,4185,10,"Forest",28585306,0.495164185762405,4.327956199646,0.191175788640976,5.20070695877075,0.0562687553465366,0.312000006437302,0.700000047683716,469,0.0886636897921562,1.89446997642517,0.875,TRUE
"59",-16.5625,13.4375,4323,80,"Water",15879466,-0.0692363604903221,3.53247046470642,0.0146185951307416,6.13520765304565,0.00634425180032849,-0.0799999982118607,-0.0399999991059303,0,0,1.57079637050629,0,TRUE
"60",-13.4375,13.4375,4335,10,"Forest",15882616,0.318594604730606,4.59087085723877,0.211406067013741,2.65266895294189,0.060520987957716,0.200000002980232,0.495999991893768,58,0.0166246946901083,1.65957856178284,0.5,TRUE
"61",-12.8125,13.125,4347,10,"Forest",19058446,0.445971816778183,4.55109453201294,0.270996332168579,0.407401412725449,0.0334882736206055,0.216000005602837,0.723999977111816,67,0.0223879925906658,2.94036364555359,-0.875,TRUE
"62",-11.875,10,4361,10,"Forest",50811391,0.525531888008118,3.93819904327393,0.166583850979805,4.95649909973145,0.0684876665472984,0.379999995231628,0.695999979972839,453,0.0217064768075943,2.73358082771301,4,TRUE
"63",-10.625,7.1875,4455,10,"Forest",79389451,0.709384620189667,0.767659366130829,0.544426798820496,4.64806985855103,0.266418248414993,0.574000000953674,0.797999978065491,209,0.349910169839859,5.72370100021362,8.625,TRUE
"64",-10.9375,11.875,4467,20,"Shrubland",31761136,0.427777767181396,4.16412305831909,0.284368067979813,2.66899347305298,0.0381229855120182,0.277999997138977,0.703999996185303,598,0.121058188378811,1.70785868167877,7.5,TRUE
"65",-14.375,13.4375,4475,40,"Cropland",15881671,0.297134339809418,4.68664789199829,0.217043697834015,3.00848412513733,0.104351527988911,0.195999994874001,0.501999974250793,48,0.012337408028543,4.85136985778809,-0.125,TRUE
"66",-15.9375,11.5625,4489,10,"Forest",34931296,0.744072735309601,5.07915210723877,0.101212941110134,1.16693723201752,0.0169266816228628,0.592000007629395,0.867999970912933,30,0.0197524968534708,1.66022169589996,3.375,TRUE
"67",-13.125,12.8125,4509,30,"Grassland",22233331,0.389354854822159,4.55384349822998,0.352754056453705,2.00408887863159,0.0359451249241829,0.175999999046326,0.699999988079071,42,0.0162779726088047,6.28318548202515,-1.5,TRUE
"68",-12.5,10.9375,4531,10,"Forest",41285161,0.63400000333786,4.45387887954712,0.141292154788971,1.96634829044342,0.0179159883409739,0.532000005245209,0.763999998569489,889,0.0392509140074253,6.08354377746582,-3.25,TRUE
"69",-12.1875,8.125,4551,10,"Forest",69862276,0.703428566455841,5.2551908493042,0.0864614024758339,4.32001876831055,0.0393917970359325,0.554000020027161,0.839999973773956,81,0.0292321816086769,3.60659027099609,4.125,TRUE
"70",-14.6875,13.125,4573,10,"Forest",19056556,0.403225809335709,4.56676530838013,0.269413501024246,2.5197594165802,0.0242134295403957,0.236000001430511,0.663999974727631,55,0.00553559558466077,0.795274198055267,0.125,TRUE
"71",-12.5,10,4692,10,"Forest",50810761,0.49207016825676,4.43593978881836,0.215278014540672,4.1972336769104,0.0686826631426811,0.315999984741211,0.766000032424927,81,0.0488012954592705,0.209235116839409,-0.25,TRUE
"72",-14.375,10.9375,4717,10,"Forest",41283271,0.590846180915833,4.55729484558105,0.187927439808846,2.01239514350891,0.0257170274853706,0.488000005483627,0.73199999332428,13,0.0572035424411297,1.9614804983139,-5.25,TRUE
"73",-14.375,12.8125,4727,20,"Shrubland",22232071,0.400896549224854,4.62780475616455,0.216250032186508,3.41043996810913,0.0280324686318636,0.26800000667572,0.580000042915344,58,0.0121807893738151,3.14159274101257,2.125,TRUE
"74",-12.1875,10.625,4769,10,"Forest",44460676,0.676121234893799,4.47115135192871,0.0914994031190872,4.94027996063232,0.0499032065272331,0.560000002384186,0.805999994277954,921,0.201316714286804,1.67641735076904,-7.125,TRUE
"75",-15.3125,13.125,4795,10,"Forest",19055926,0.437473684549332,4.82086610794067,0.254230469465256,3.75276255607605,0.0302982665598392,0.259999990463257,0.720000028610229,36,0.0426940955221653,2.53230404853821,-0.25,TRUE
"76",-12.5,12.1875,4806,10,"Forest",28584361,0.599862098693848,4.4489483833313,0.136420026421547,5.64830493927002,0.0429385825991631,0.480000019073486,0.758000016212463,1003,0.251068890094757,4.56472015380859,9.625,TRUE
"77",-10.9375,11.25,4877,10,"Forest",38111536,0.51129412651062,4.26550769805908,0.23350478708744,3.91525149345398,0.010801020078361,0.351999998092651,0.744000017642975,682,0.268181204795837,1.47877705097198,-3.75,TRUE
"78",-12.5,14.0625,5106,10,"Forest",9533161,0.276470601558685,4.62996101379395,0.218806013464928,2.2909574508667,0.109184063971043,0.156000003218651,0.444000005722046,112,0.0175291746854782,5.1666202545166,-2.125,TRUE
"79",-12.1875,11.25,5151,30,"Grassland",38110276,0.543411791324615,4.17928457260132,0.171940624713898,4.01445293426514,0.0423051565885544,0.395999997854233,0.727999985218048,907,0.161292031407356,2.21831893920898,-0.875,TRUE
"80",-14.0625,13.125,5278,40,"Cropland",19057186,0.265205472707748,4.72724008560181,0.197529643774033,3.01758575439453,0.0816694051027298,0.156000003218651,0.458000004291534,48,0.0174660868942738,2.62606477737427,0,TRUE
"81",-10.9375,8.4375,5288,10,"Forest",66688336,0.73447060585022,4.62120342254639,0.117534562945366,3.64289784431458,0.0310287661850452,0.613999962806702,0.814000010490417,301,0.108672998845577,4.37934970855713,-4,TRUE
"82",-11.25,12.5,5363,20,"Shrubland",25410421,0.406918913125992,4.23974132537842,0.264210373163223,2.61350750923157,0.0446630492806435,0.272000014781952,0.674000024795532,158,0.10938485711813,1.90330898761749,-2.25,TRUE
"83",-10.9375,10.9375,5367,10,"Forest",41286736,0.660254001617432,4.43080711364746,0.0833018645644188,3.81267809867859,0.0172734372317791,0.540000021457672,0.76800000667572,886,0.213545337319374,5.45692300796509,-3,TRUE
"84",-11.875,11.5625,5414,10,"Forest",34935391,0.582028150558472,4.32385444641113,0.154689699411392,6.21753692626953,0.0145802479237318,0.472000002861023,0.755999982357025,652,0.039991270750761,1.70155394077301,-1.5,TRUE
"85",-14.375,12.1875,5478,10,"Forest",28582471,0.528984606266022,4.56645345687866,0.203045010566711,0.318447977304459,0.0406974777579308,0.354000002145767,0.736000001430511,65,0.0296161863952875,5.12467813491821,2.375,TRUE
"86",-16.25,14.375,5608,40,"Cropland",6354181,0.232311114668846,4.84480142593384,0.120072349905968,3.10057067871094,0.0711522102355957,0.148000001907349,0.40200001001358,12,0.0121981762349606,0.202277213335037,-2.25,TRUE
"87",-10.3125,10,5659,10,"Forest",50812966,0.488571435213089,3.9466598033905,0.241978794336319,4.09330034255981,0.101261526346207,0.30799999833107,0.753999948501587,459,0.0162795260548592,2.15483999252319,1.875,TRUE
"88",-15,11.25,5723,10,"Forest",38107441,0.635471701622009,5.84309148788452,0.169583678245544,5.77601432800293,0.0126293171197176,0.444000005722046,0.791999995708466,24,0.0652495548129082,6.12861824035645,2.25,TRUE
"89",-11.875,8.4375,5813,10,"Forest",66687391,0.663666665554047,4.05192995071411,0.159555345773697,0.0326658338308334,0.0512149073183537,0.515999972820282,0.796000003814697,82,0.0344328992068768,4.61313199996948,2,TRUE
"90",-10.9375,8.125,5878,10,"Forest",69863536,0.635625004768372,4.18583059310913,0.540400087833405,2.07522416114807,0.130065381526947,0.509999990463257,0.740000009536743,176,0.0230569839477539,0.621845126152039,-0.5,TRUE
"91",-14.0625,10.3125,5905,30,"Grassland",47633986,0.635272741317749,4.86205148696899,0.122294895350933,1.95749497413635,0.0141712194308639,0.523999989032745,0.779999971389771,55,0.05708958953619,1.99008071422577,-2.625,TRUE
"92",-12.5,12.5,5918,40,"Cropland",25409161,0.358624994754791,4.32617473602295,0.265590667724609,2.28022861480713,0.0656609535217285,0.224000006914139,0.621999979019165,106,0.0227361861616373,4.61441612243652,0.625,TRUE
"93",-12.8125,14.0625,5926,20,"Shrubland",9532846,0.259948045015335,4.44483137130737,0.217833653092384,2.31854438781738,0.116978704929352,0.167999997735023,0.360000014305115,83,0.0247213616967201,2.220383644104,-1,TRUE
"94",-14.375,10.625,5976,20,"Shrubland",44458471,0.551629602909088,4.64931488037109,0.186788573861122,2.83867859840393,0.0528623834252357,0.412000000476837,0.727999985218048,35,5.38746962774894e-06,1.76616775989532,1.125,TRUE
"95",-13.4375,10.9375,5986,10,"Forest",41284216,0.596000015735626,4.48986577987671,0.18212716281414,0.462732225656509,0.0297117121517658,0.439999997615814,0.787999987602234,341,0.0849438458681107,5.01003694534302,-4.5,TRUE
"96",-13.125,13.125,5990,10,"Forest",19058131,0.358753234148026,4.40981769561768,0.311846733093262,2.63161563873291,0.0349013172090054,0.184000000357628,0.660000026226044,87,0.0155010754242539,3.77121448516846,1.625,TRUE
"97",-13.4375,10,5993,20,"Shrubland",50809816,0.354319989681244,4.21116399765015,0.268368571996689,1.97449016571045,0.0783409774303436,0.261999994516373,0.502000033855438,175,0.215488448739052,3.72692275047302,0.125,TRUE
"98",-10.3125,12.5,6026,20,"Shrubland",25411366,0.400756746530533,4.24670648574829,0.259586036205292,3.06142568588257,0.0540029406547546,0.228000000119209,0.687999963760376,288,0.0317800119519234,2.3041467666626,0.375,TRUE
"99",-12.8125,13.4375,6029,10,"Forest",15883246,0.387594193220139,4.58941602706909,0.243448749184608,1.69944202899933,0.028036180883646,0.216000005602837,0.611999988555908,62,8.11747486295644e-06,5.48726749420166,-1.375,TRUE
"100",-11.5625,13.125,6059,10,"Forest",19059706,0.305485725402832,4.54070806503296,0.259773075580597,2.73615074157715,0.0770683884620667,0.184000000357628,0.53600001335144,119,0.0166035555303097,1.73277151584625,-1.125,TRUE
"101",-13.4375,11.25,6090,10,"Forest",38109016,0.623507678508759,4.38185214996338,0.158269450068474,0.268374383449554,0.0481196194887161,0.439999997615814,0.810000002384186,371,0.13697974383831,4.6934027671814,-17.75,TRUE
"102",-12.8125,11.5625,6156,10,"Forest",34934446,0.560610175132751,4.28559541702271,0.17428882420063,5.80192995071411,0.0340914390981197,0.431999981403351,0.751999974250793,587,0.140419960021973,1.42087340354919,-4,TRUE
"103",-15.625,12.5,6246,10,"Forest",25406011,0.522969722747803,4.99128580093384,0.161054715514183,4.08533430099487,0.0125300139188766,0.386000007390976,0.722000002861023,14,0.0162785872817039,0,1.125,TRUE
"104",-10.625,6.5625,6331,10,"Forest",85739851,0.757333338260651,4.10105609893799,0.0220023114234209,4.73388624191284,0.058130044490099,0.689999997615814,0.853999972343445,50,0.0242602117359638,4.08352470397949,2.25,TRUE
"105",-15.9375,14.375,6517,30,"Grassland",6354496,0.222488895058632,4.84126663208008,0.127829402685165,3.00628662109375,0.0789466500282288,0.13400000333786,0.407999992370605,34,0.0123778050765395,0.797942876815796,-0.125,TRUE
"106",-14.0625,11.875,7015,10,"Forest",31757986,0.477901637554169,4.30011653900146,0.210817083716393,5.40219783782959,0.0121755003929138,0.335999995470047,0.671999990940094,174,0.131474375724792,1.26576662063599,1.875,TRUE
"107",-10.625,9.375,7345,10,"Forest",57163051,0.542127668857574,4.31796503067017,0.182535737752914,4.36790704727173,0.100186243653297,0.328000009059906,0.796000003814697,566,0.0544791109859943,3.43490695953369,1,TRUE
"108",-11.875,12.1875,7356,20,"Shrubland",28584991,0.416799992322922,4.19585275650024,0.296345174312592,1.18267047405243,0.0136679094284773,0.245999991893768,0.659999966621399,358,0.0787278413772583,4.88433027267456,-3.5,TRUE
"109",-13.125,13.4375,7438,10,"Forest",15882931,0.357085704803467,4.49557399749756,0.26804119348526,2.58455038070679,0.0655779764056206,0.200000002980232,0.639999985694885,39,0.0155074736103415,0.795917809009552,-0.625,TRUE
"110",-10.3125,11.875,7439,10,"Forest",31761766,0.531211256980896,4.32543420791626,0.159105762839317,5.05483102798462,0.0380560420453548,0.363999992609024,0.716000020503998,362,0.0295946635305882,4.96246290206909,1.5,TRUE
"111",-16.25,13.75,7504,40,"Cropland",12704581,0.259111106395721,4.85885095596313,0.164259910583496,3.13190245628357,0.0939751043915749,0.143999993801117,0.484000027179718,36,0.00776165910065174,5.68481922149658,0,TRUE
"112",-14.0625,11.5625,7564,10,"Forest",34933186,0.542981803417206,4.40823984146118,0.18197500705719,0.497502446174622,0.04212262108922,0.388000011444092,0.712000012397766,61,0.012269651517272,0.667734861373901,-0.5,TRUE
"113",-11.5625,10.9375,7568,10,"Forest",41286106,0.534805953502655,4.35651397705078,0.223360002040863,3.78592944145203,0.0199583154171705,0.400000005960464,0.754000008106232,638,0.222415089607239,5.08439970016479,-7.375,TRUE
"114",-14.0625,12.5,7617,20,"Shrubland",25407586,0.485690146684647,4.36906003952026,0.249240905046463,5.6659722328186,0.0342100076377392,0.280000001192093,0.716000020503998,56,0.0349713936448097,3.83057570457458,0.875,TRUE
"115",-10.9375,7.5,7659,10,"Forest",76213936,0.70116126537323,1.00434255599976,0.03909045830369,4.96114015579224,0.0850033313035965,0.572000026702881,0.815999984741211,160,0.0463432781398296,6.20910787582397,8.375,TRUE
"116",-12.1875,11.5625,7888,10,"Forest",34935076,0.616555571556091,4.33718490600586,0.170043885707855,3.3377411365509,0.0111905867233872,0.501999974250793,0.763999998569489,920,0.143854215741158,4.23037528991699,-5.375,TRUE
"117",-10.3125,10.625,7957,10,"Forest",44462566,0.599936485290527,4.00323104858398,0.130978748202324,4.68378448486328,0.0731312483549118,0.451999992132187,0.776000022888184,411,0.04697260633111,4.11502981185913,-1.5,TRUE
"118",-12.8125,11.875,8073,10,"Forest",31759246,0.507737696170807,4.33986902236938,0.252657890319824,4.89748430252075,0.0431512445211411,0.291999995708466,0.76800000667572,191,0.0552947856485844,1.94008111953735,-1.375,TRUE
"119",-13.125,13.75,8085,10,"Forest",12707731,0.321783781051636,4.31612825393677,0.251165896654129,2.11357688903809,0.0926961824297905,0.187999993562698,0.552000045776367,38,0.00555399153381586,0.55033552646637,-1.625,TRUE
"120",-10.625,9.6875,8088,20,"Shrubland",53987851,0.515148937702179,4.01997089385986,0.159987077116966,4.32320022583008,0.149097457528114,0.272000014781952,0.759999990463257,475,0.0392054915428162,0.500555098056793,-0.875,TRUE
"121",-15.3125,14.375,8108,30,"Grassland",6355126,0.224150002002716,4.5720534324646,0.159395322203636,2.75242590904236,0.101910270750523,0.119999997317791,0.414000004529953,39,0.0171978361904621,5.89394760131836,-0.875,TRUE
"122",-10.1875,11.1875,8193,30,"Grassland",38747332,0.277333319187164,3.88549852371216,0.318659543991089,1.36461925506592,0.0700869709253311,0.184000000357628,0.444000005722046,446,0.144764602184296,1.17712795734406,-0.75,TRUE
"123",-11,6.9375,8267,10,"Forest",81929233,0.685400009155273,0.524409115314484,0.219401836395264,4.6384334564209,0.158671692013741,0.600000023841858,0.787999987602234,78,0.0242769923061132,3.60549283027649,2.75,TRUE
